,"('Meat & Cheese', 'Cold Drinks')","('Meat & Cheese', 'Hot Drinks')","('Snack Bars', 'Cold Drinks')","('Snack Bars', 'Hot Drinks')","('Fruit & Nuts', 'Cold Drinks')","('Fruit & Nuts', 'Hot Drinks')","('Popcorn & Chips', 'Cold Drinks')","('Popcorn & Chips', 'Hot Drinks')"
187,1.923904338153504,,1.7822058823529414,3.2261684981684984,2.428858670741024,,1.4310407232753506,1.8876490697521529
188,2.9107685937251158,,2.1470307692307693,2.057061866916004,4.396094787565377,,1.6507830907830907,1.3500717703349283
189,14.313,,6.730748768472908,4.001660714285714,3.8420320855614976,,6.804322169059012,2.1681198767132277
190,14.737473684210526,,6.461380952380952,3.1748742310321254,3.6151884700665184,,6.346386946386947,1.8476400700748528
191,2.1322555385790682,,1.7986712050653717,3.1614858299595143,1.6141037296037295,,1.9802266877266876,1.815011607761608
192,15.092000000000002,,6.5490892857142855,3.274835164835165,3.6817936117936116,,6.5230303030303025,1.9108054542571744
193,23.079034482758626,,7.408844720496894,3.274835164835165,3.637675070028011,,6.3583333333333325,1.9108054542571744
194,3.984643356643357,,3.1724195804195805,5.7977333333333325,2.5615308254963423,,3.431926634085554,2.6453351648351653
195,3.461611111111111,,2.8432057860838347,2.6307995647479587,2.4568255346011205,,3.2073806926541852,1.606215003024803
196,3.984643356643357,,3.1724195804195805,3.34531015037594,2.5615308254963423,,3.431926634085554,1.9130860215053764
197,13.470999999999998,,6.5424169884169885,3.34531015037594,3.700519480519481,,6.410404040404041,1.9130860215053764
198,13.78675,,6.625168831168832,4.210468253968254,3.763827751196173,,6.573109354413703,3.300454545454545
199,9.522358974358974,,5.644119047619048,4.210468253968254,3.4736635780470424,,5.872463768115942,3.300454545454545
200,12.909666666666665,,6.336318059299192,4.210468253968254,3.5346081504702203,,6.062290345313603,3.300454545454545
201,9.576333333333334,,5.6696513926325265,4.210468253968254,3.4950824587706157,,5.91077519379845,3.300454545454545
202,9.53940350877193,,5.652320346320346,4.210468253968254,3.4805652173913044,,5.884666666666666,3.300454545454545
203,13.611333333333334,,6.581428571428572,1.5352822236448995,3.7305909090909086,,6.485248484848485,1.305031045751634
204,12.997375,,6.375224489795919,1.481521105705888,3.5668686868686867,,6.122540792540794,1.316275743863979
205,12.909666666666665,,6.336318059299192,1.8816435411373853,3.5346081504702203,,6.062290345313603,1.6073998759305212
